rule_id,staging_system,edition,site,stage_grouping_scope,histology,T,N,M,uicc_stage,source_file,source_pages,source_table,notes
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N2b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N2b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N2b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N2c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N3,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N3a,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N3b,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N3c,M1c,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N0,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N1,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N1a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N1b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N1c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N2,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N2a,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4b,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,Tis,N2b,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T0,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1a,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T1b,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2a,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T2b,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3a,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T3b,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
UICC8-0213,UICC TNM,8,Skin melanoma,clinical,all,T4a,N2c,M1d,IV,uicc/UICC_8th edition.pdf; corroborated by nhs/*.pdf,142-146,Stage grouping,
